,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
3180,60,2464,16878.4,361,3669.84,27.85
3285,60,33516,277847.64,4237,6786.64,285.63
6699,60,12169,136536.18,7916,21397.38,225.28
3974,60,100000,730000.0,5178,14621.3,1204.5
1199,60,9700,74787.0,551,2448.71,146.58
6201,30,11912,18582.72,802,5740.54,22.99
833,1,7002,161046.0,5057,44347.71,257.67
1240,20,250,8000.0,78,1324.61,12.8
7862,100,45000,58500.0,9014,52211.42,60.14
2981,100,1200,96000.0,577,14493.81,134.59
5216,30,37470,417790.5,4927,65875.32,516.81
6280,30,77473,515195.45,7228,8809.08,850.07
2187,60,27224,254544.4,2506,23382.04,498.91
3109,60,520,3088.8,65,892.5,3.18
2347,30,14465,179655.3,1135,4428.75,287.45
3148,300,846,26073.72,798,9299.26,36.56
8524,60,9073,22773.23,2102,7765.17,49.1
6053,20,3962,126784.0,1153,7754.14,130.33
7389,60,102980,386175.0,5687,6010.2,477.7
10200,30,112303,1252178.45,15105,5846.08,1548.94
5651,20,1448,41992.0,482,3060.82,69.29
3777,100,120,8658.0,22,1243.98,12.14
9321,30,68072,653491.2,8799,15880.0,671.79
1533,100,550,39594.5,161,939.12,63.35
6533,25,350,7175.0,111,1857.39,7.38
7004,120,1184,22377.6,251,3247.35,26.34
7140,60,91970,230844.7,5357,7765.18,497.7
9978,30,30000,597600.0,3272,12601.07,986.04
8415,60,1833,4472.52,88,1211.48,8.77
10225,30,3866,45966.74,638,3526.7,56.86
704,100,630,3458.7,48,2729.91,5.53
2989,60,4600,27324.0,535,5924.33,33.8
7261,30,107175,762014.25,8709,7317.47,1068.34
1746,60,50000,170000.0,2773,2938.92,333.2
3834,30,6200,71238.0,701,3548.81,88.12
9575,60,4879,47862.99,637,5081.05,67.1
8300,60,70300,473119.0,5565,23776.42,585.25
2973,1,175,4287.5,128,1584.09,6.01
9832,60,37742,246077.84,3322,21533.88,289.63
9760,60,77187,168267.66,4800,10982.2,208.15
3576,1,400,9800.0,253,3145.85,10.07
3506,30,61150,195068.5,3858,20553.85,200.53
8217,30,49467,232494.9,8615,49580.17,325.96
6804,60,84900,660522.0,18204,36194.84,926.05
6021,60,15750,40792.5,986,4015.82,79.95
6661,240,588,7996.8,215,6406.54,17.24
3051,60,20000,129800.0,1725,3273.14,133.43
7228,30,20000,78200.0,2501,18520.22,109.64
5810,120,4800,291936.0,1175,1779.1,300.11
8264,30,131520,632611.2,2277,12000.0,782.54
8520,60,140000,351400.0,8783,8045.77,757.62
3874,100,9335,830815.0,3788,61035.9,1027.72
7842,30,206508,2455380.12,22895,13649.14,3037.31
8959,60,3322,9069.06,377,6147.18,19.55
1114,25,997,9.97,399,417.42,0.02
3935,100,520,41600.0,252,8678.71,68.64
6902,60,92045,358055.05,5103,11604.57,442.91
6531,30,57577,404766.31,3950,6639.35,872.68
7128,60,233,619.78,1161,7826.75,1.34
6011,60,1575,12143.25,186,2874.03,20.04
5928,30,8400,65100.0,909,5964.52,140.36
6132,100,100,7215.0,18,1278.12,11.9
1495,100,405,29155.95,130,3187.18,46.65
6935,30,116931,1260516.18,13280,7083.18,1559.26
8274,120,46009,942264.32,22534,30981.39,1165.58
6801,30,20201,111913.54,3865,19667.94,156.9
4949,240,9960,20517.6,3670,9021.5,33.85
3463,1,990,22770.0,718,6161.42,37.57
592,60,15960,38304.0,755,6609.02,61.29
7849,60,18800,70500.0,802,4625.27,87.21
5601,1,7527,184411.5,5020,78813.53,189.58
4638,20,39,1248.0,13,581.73,2.06
9946,60,40900,134152.0,3127,8109.92,289.23
7061,60,5880,44276.4,679,3302.14,95.46
3229,60,294346,756469.22,14550,20706.21,1630.95
9562,30,20000,282000.0,2334,17090.0,395.36
5102,30,20617,70097.8,1770,7651.56,98.28
3191,60,100000,282000.0,6297,7526.14,607.99
3034,240,20000,185600.0,7664,17022.13,306.24
8047,30,50000,441000.0,4502,27457.0,950.8
2333,60,3145,9560.8,162,810.86,15.3
2409,30,20000,525000.0,1741,10665.71,840.0
1893,25,9200,184000.0,3327,13606.4,294.4
3022,300,2025,62410.5,1902,16777.24,64.16
4265,60,75000,182250.0,3347,7414.66,300.71
6600,60,58097,375887.59,19451,16898.2,736.74
5332,60,237500,681625.0,15475,14682.98,1469.58
4029,100,120,9600.0,55,3267.66,15.84
5205,20,383,12256.0,125,1908.34,15.16
4639,100,1000,72000.0,324,3791.81,141.12
6740,30,20,121.6,70,1524.5,0.17
2429,30,36391,386472.42,4156,11180.32,757.49
4094,60,786,43623.0,79,2158.88,53.96
3396,30,38890,304119.8,2649,3908.55,655.68
263,40,1000,110000.0,1073,8114.11,215.6
9746,60,648,1127.52,39,30.49,1.16
6703,60,3446,28463.96,6622,18495.9,46.97
1976,180,150,2544.0,702,8762.02,4.07
7347,120,15119,305706.18,7541,27875.36,378.16
228,100,5751,460080.0,1723,22451.67,901.76
2418,60,11142,17270.1,739,6315.3,33.85
4919,60,30096,247088.16,4278,7567.99,305.65
2900,30,1458,40240.8,158,3824.96,49.78
7724,120,22920,611964.0,12181,7134.39,857.97
4679,30,38113,157406.69,3077,6499.25,339.37
9335,270,168,13540.8,85,1139.5,26.54
10066,30,26962,111083.44,1638,18446.92,155.74
5142,60,25000,210500.0,2303,3790.0,347.32
6347,60,24349,267839.0,2799,11838.56,577.46
2508,60,22047,67022.88,1057,3348.0,107.24
5735,1,2988,73206.0,1992,26266.34,90.56
3107,1,4156,101822.0,2771,36502.8,104.67
5944,30,38584,60191.04,2773,21807.62,61.88
7220,60,48821,547771.62,6949,27441.22,903.82
1905,120,100,4110.0,285,2523.6,6.58
2435,60,5259,15777.0,294,5432.93,30.92
4347,30,97753,238517.32,5778,14558.87,393.55
6143,60,200,1900.0,94,757.42,3.14
7367,60,100000,858000.0,38992,49199.75,1061.35
7312,30,29506,138678.2,3133,14451.69,171.54
2705,30,138422,1211192.5,13147,4781.8,2611.33
1926,30,3364,41780.88,369,1902.9,66.85
3351,100,10368,13478.4,2127,10898.13,16.67
2864,60,14011,25920.35,1953,3658.08,32.06
7860,120,84,1587.6,9014,892.92,1.96
2902,100,5900,472000.0,2393,33029.82,485.22
6509,300,320,9862.4,326,3852.86,12.2
1672,30,17994,472342.5,1620,6785.1,755.75
4518,300,20,616.4,52,1573.41,0.76
4018,30,1240,2504.8,71,990.04,3.51
9337,30,200,1370.0,18,1140.08,2.69
6864,30,229285,2412078.2,29934,34003.7,2983.74
1685,30,17706,464782.5,1594,6035.4,743.65
1098,30,5670,70421.4,441,6141.25,112.67
7331,60,54728,383096.0,14143,100654.61,473.89
9161,60,5861,24323.15,345,3426.68,30.09
772,270,5178,461436.41,2666,16751.58,904.42
1566,240,5800,12180.0,2177,5127.91,23.87
1100,240,475,912.0,170,1301.0,1.46
1329,60,760,7182.0,199,1917.53,11.49
9459,60,129557,325188.07,14710,12601.07,536.56
733,40,603,45828.0,679,9698.22,89.82
8526,120,8000,289280.0,1647,3600.65,623.69
294,30,22500,277425.0,2895,18045.24,443.88
7698,60,24530,172200.6,1380,6483.81,241.43
4555,100,2746,219680.0,1312,27254.17,362.47
6294,20,1230,38130.0,357,5640.23,44.88
563,25,659,13180.0,206,2358.13,25.83
4902,300,188,5794.16,221,2553.06,5.96
6374,300,1021,31467.22,1013,13257.79,44.12
6084,100,2891,231280.0,1378,25607.44,381.61
6799,60,64347,142850.34,5950,18461.22,200.28
4155,60,70000,301000.0,5999,25383.34,422.0
6786,30,60000,332400.0,4547,30482.8,466.02
1872,25,6356,127120.0,1879,9538.74,203.39
4565,25,24,480.0,75,1539.55,1.03
4924,100,1,89.0,1370,14515.01,0.19
9079,60,3136,94080.0,478,2330.22,131.9
5786,120,1820,149604.0,445,4755.76,322.55
4487,20,151,4832.0,54,1032.57,5.98
7917,30,619999,5951990.4,90446,68874.85,7005.49
89,300,524,21536.4,644,6668.61,42.21
8896,60,755,16172.1,75,11637.64,31.7
3755,100,2,16.0,2,885.49,0.03
596,1000,7,184.45,488,4404.9,0.3
9352,60,9024,60099.84,680,2698.22,117.8
1120,30,11527,138439.27,1994,10231.84,221.5
2574,60,78460,119259.2,5184,17910.0,190.81
4977,120,954,22896.0,243,2492.47,32.1
7398,60,54470,120378.7,3360,9527.17,148.91
8612,90,487,4207.68,66,585.42,5.9
2465,60,2420,21199.2,202,1534.1,41.55
6877,60,58920,505533.6,6560,8057.2,625.35
10020,60,85000,702100.0,8296,9978.08,1158.46
7855,30,2880,31046.4,546,4195.64,31.92
5440,120,111,3996.0,24,330.0,5.6
5110,25,30,600.0,430,4500.71,0.99
1121,25,270,5400.0,97,98.08,8.64
1549,30,4000,48040.0,342,1648.64,76.86
9199,60,80000,180800.0,6502,13300.01,223.65
7803,60,67271,470897.0,6041,10651.44,660.2
3096,30,132000,706200.0,12886,102761.99,990.09
1557,30,3014,79117.5,291,1755.0,155.07
5701,60,44168,328168.24,2373,1697.9,707.53
6220,25,10000,200000.0,3334,45032.55,330.0
9953,60,120099,1347510.78,16015,12239.88,2905.23
7684,60,4250,55887.5,437,3062.18,78.35
608,60,6966,16718.4,1068,3894.21,32.77
7442,120,9833,185843.7,2033,9482.19,218.74
4019,240,370,684.5,2998,4531.29,0.96
4174,100,2,16.0,2,980.7,0.03
7424,30,1934,26147.68,195,63.07,26.88
6665,240,3872,7821.44,7755,74839.9,16.86
6526,60,75000,181500.0,2915,6012.42,391.31
9761,60,323,3627.29,35,42.35,3.73
6553,30,3775,49075.0,257,2325.62,80.97
9854,60,30564,267740.64,2773,6355.08,524.77
5048,60,26400,77088.0,3113,5159.33,166.2
7753,30,5009,69925.64,467,6637.16,86.5
5644,30,5500,77550.0,647,4877.34,108.73
6951,60,97000,786670.0,12823,28812.57,808.7
8571,30,72974,315247.68,4471,10370.59,520.16
356,100,5500,395945.0,1624,12646.15,776.05
8577,60,45113,506167.86,5856,22711.84,835.18
7130,120,3900,140400.0,950,1842.95,302.7
9749,60,47108,382045.88,7041,4486.01,392.74
9278,60,33922,275107.42,16611,11223.8,282.81
6621,30,12250,58187.5,1866,10959.63,125.45
694,20,9380,253260.0,3058,18750.2,405.22
3310,100,1,89.0,800,8826.0,0.19
7687,60,8333,20332.52,479,4358.72,28.51
8429,60,2475,6756.75,347,4293.82,14.57
3543,100,90,8010.0,39,1405.56,9.91
3239,60,760,5206.0,99,1462.71,7.3
229,25,3,225.0,3,963.34,0.44
2898,30,34640,122972.0,2804,9759.55,152.12
7998,60,7800,47658.0,580,6637.05,102.75
3212,60,980,7947.8,116,2322.08,8.17
7859,240,507,937.95,185,2342.16,1.16
2897,60,29925,92468.25,1041,730.82,181.24
1813,30,1201,31526.25,327,2737.97,61.79
9060,60,15000,219450.0,1677,8510.81,307.67
2263,60,24000,210240.0,5748,38957.51,412.07
7897,60,14344,28544.56,1023,5942.68,29.34
9870,60,744,5602.32,41,1152.14,10.98
4233,100,2950,236000.0,1222,22041.41,291.93
6972,60,3071,12560.39,115,630.0,12.91
6019,30,56970,266049.9,4822,5886.9,573.6
582,60,9576,24897.6,889,7884.8,39.84
438,60,180,1850.4,31,910.86,2.96
4000,20,94,3008.0,32,1136.31,3.72
1399,60,264,2312.64,27,1012.18,4.53
3889,60,515000,1251450.0,23273,31656.61,2064.89
6688,240,20000,36000.0,7469,3949.19,59.4
6634,60,7560,10659.6,2027,19372.86,22.98
8928,60,17000,190740.0,2156,14467.75,411.24
8262,60,13370,153220.2,1337,10540.22,189.53
9532,30,1260,28350.0,122,1131.63,46.78
6641,60,2000,14420.0,88,755.64,31.09
3592,120,3885,236285.7,930,8303.48,292.29
8528,120,1320,47731.2,276,2080.2,102.91
1006,100,7500,600000.0,2215,17662.98,1176.0
5352,20,3500,112000.0,1224,15670.6,184.8
5618,20,6900,220800.0,2262,27038.58,273.13
3006,100,4400,352000.0,1033,24728.57,435.42
7209,60,84000,924000.0,11160,87294.56,1295.45
217,1,6998,160954.0,5057,44347.71,257.53
7522,30,2579,12250.25,358,2485.92,26.41
2356,25,9700,194000.0,2907,12781.58,310.4
1945,60,55560,188904.0,3224,4217.45,302.25
4376,30,60,780.0,4,1045.04,1.68
8690,60,40000,92400.0,2452,5520.86,114.3
4186,60,104,1581.84,18,612.07,2.22
6142,100,2853,253917.0,1360,32499.11,418.96
1122,60,11760,39984.0,3820,35933.8,63.97
3164,60,417,2856.45,65,887.67,3.53
7762,60,2890,5751.1,168,4120.69,7.11
8110,60,6400,44928.0,355,2682.2,74.13
3303,20,311,9952.0,1,1979.1,12.31
7631,30,42444,366291.72,1423,6623.46,604.38
4643,120,1575,129465.0,382,5528.41,213.62
6348,60,7000,17010.0,512,6015.18,28.07
8328,60,24768,61672.32,20019,11701.65,63.4
3513,30,42699,490611.51,4806,18700.09,606.89
2604,60,784,3057.6,58,1102.98,4.89
9252,60,24765,200844.15,2751,11438.93,206.47
678,100,442,31819.58,100,1928.93,50.91
7801,90,98,911.4,7,4317.96,1.13
4583,100,150,11655.0,34,947.35,19.23
695,20,8153,220131.0,2707,13535.55,352.21
4845,60,672,3991.68,88,1472.41,4.1
2572,60,40000,296000.0,4289,24594.29,473.6
6358,100,3100,248000.0,1473,29742.64,347.7
9627,240,3648,44067.84,974,6923.53,61.78
10247,90,75,697.5,5,908.65,0.72
9065,30,109226,450011.12,6636,10598.2,630.92
10051,60,233630,1929783.8,21394,13590.64,3184.14
8742,60,140,278.6,9,1118.22,0.34
2966,240,1295,1955.45,536,1893.24,2.01
9067,60,1005,2341.65,544,4392.94,3.28
6254,40,2400,264000.0,2635,19145.8,569.18
8597,60,180,968.4,37,1221.01,1.36
8190,60,2484,23896.08,249,4754.19,33.5
8893,30,3444,7714.56,200,1211.48,15.12
4217,20,140,3780.0,38,447.73,8.15
8558,240,5110,9862.3,1840,14866.14,16.27
1732,60,416,3286.4,49,1465.71,6.44
7213,30,131280,2196314.4,15032,3279.25,3623.92
6636,30,2750,12650.0,10313,11054.59,27.27
4062,1,28000,686000.0,18667,289653.2,848.58
8562,240,576,7200.0,212,1771.26,11.88
6874,60,19683,44483.58,1733,20893.21,55.03
10165,90,10743,78423.9,748,20761.0,97.01
9106,240,80,1000.0,29,588.72,1.4
3516,30,6357,116587.38,1272,10816.49,192.37
166,20,450,14400.0,154,2496.62,23.04
2715,20,18,576.0,177,1692.35,0.59
9783,60,10383,19727.7,767,3963.0,20.28
7406,240,4243,6067.49,1485,6819.73,6.24
4194,120,16695,562621.5,4113,30130.82,928.33
4874,30,10000,60000.0,865,7878.43,99.0
6055,30,23322,107747.64,2637,13397.02,110.76
9246,30,50000,594500.0,5446,27804.65,611.15
6821,30,125014,1658935.78,14275,131278.81,2325.83
7379,30,50000,543500.0,22442,12995.06,672.31
5603,30,240,4401.6,12,450.0,7.26
7999,30,5900,28025.0,509,3833.17,60.42
4181,1,4014,98343.0,2676,35281.73,101.1
5551,60,384,956.16,30,1180.73,1.18
4631,20,179,5728.0,63,2147.11,8.03
8242,30,66956,704377.12,5810,13649.6,987.54
1832,240,100,1464.0,18,523.45,3.16
3681,30,40135,187430.45,3764,4263.07,404.1
7718,240,4320,8424.0,1624,15446.4,11.81
4209,180,3559,60360.64,1061,2454.99,118.31
212,30,8400,85596.0,613,3247.73,167.77
2829,100,1400,112000.0,577,9275.59,138.54
1209,60,6915,175986.75,1067,2217.5,344.93
9083,30,27911,154626.94,11969,17090.0,216.79
3415,100,640,5120.0,331,7539.52,7.18
2419,240,1643,3450.3,483,7293.9,6.76
1347,60,35400,120360.0,1987,14931.8,192.58
3800,30,61209,293191.11,9117,98763.02,411.05
2316,90,1987,64418.54,238,2465.0,103.07
3729,30,43309,140321.16,5000,6914.44,144.25
2239,30,7323,71179.56,631,7584.12,139.51
9697,30,66864,222657.12,4067,6976.78,275.43
6922,60,40035,330689.1,16851,23776.41,409.06
8854,60,6000,11940.0,404,2055.25,14.05
7778,60,35000,245000.0,12877,20666.07,303.06
1781,30,326,8557.5,35,6443.61,16.77
7060,60,1681,4589.13,164,2976.56,8.99
5140,100,10798,961022.0,4388,66059.65,1188.78
6823,60,97516,945905.2,12104,7433.02,1326.16
3670,100,6314,505120.0,2561,35696.95,519.26
9905,60,26400,70224.0,1456,25493.03,151.4
9486,30,6392,27741.28,539,1709.78,59.81
2547,60,40000,296000.0,4026,13325.0,473.6
698,100,285,22797.15,64,1629.0,36.48
5745,60,23800,176834.0,1273,3296.58,381.25
7976,90,2066,20804.62,1560,3688.33,40.78
4183,60,16800,109032.0,1456,2984.0,112.08
7885,60,27847,109995.65,1153,1489.8,113.08
2932,100,1832,146560.0,829,8680.27,181.29
6952,30,63696,686642.88,8487,8054.68,705.87
5558,30,252,504.0,9,1026.15,0.62
5871,60,22925,110040.0,3723,19056.13,181.57
7066,60,20000,175200.0,1804,6321.99,377.73
9714,240,5700,11970.0,2845,10943.15,14.81
2997,60,33338,84345.14,1791,1791.42,181.85
2686,60,400,2740.0,62,642.99,3.22
933,100,240,17277.6,55,1442.92,27.64
6943,60,5572,24071.04,571,578.25,29.78
3093,300,1083,39161.28,1042,17912.6,84.43
8764,120,2300,47104.0,613,4676.4,58.27
2597,25,19999,399980.0,6074,1250.0,783.96
569,20,85,2720.0,85,1253.98,4.35
6494,100,6137,490960.0,2492,32728.96,504.71
5056,30,5320,268128.0,464,30.0,525.53
5093,20,18000,576000.0,5876,40091.65,807.55
8227,30,69811,423752.77,7632,50626.6,524.18
3273,180,1184,20080.64,361,783.22,33.13
8030,30,15331,68222.95,4729,18390.42,147.09
9779,60,525,1160.25,35,638.65,1.19
8161,30,80,440.0,841,3549.9,0.62
6640,120,3240,117158.4,731,5121.69,252.59
6683,30,6392,27741.28,571,4428.06,59.81
747,100,110,15290.0,78,1953.6,29.97
1162,30,5000,60050.0,379,1188.97,96.08
5732,240,35000,74200.0,12974,11138.89,159.98
8169,60,4451,13130.45,228,7423.38,21.67
6675,240,1000,1950.0,369,6218.58,3.22
3150,25,1209,24180.0,403,5639.42,39.9
7575,30,1440,10512.0,88,1842.95,22.66
7863,60,429,2415.27,39,792.12,2.48
6663,60,649,1512.17,1787,18046.12,2.5
2405,30,15000,393750.0,1309,7463.74,630.0
7727,30,31560,418801.2,3856,15459.09,587.16
7052,60,42751,374498.76,3409,11637.64,734.02
3390,60,55000,114400.0,5810,46213.4,117.6
2059,60,52920,603288.0,5960,9341.49,1182.44
5055,20,369,11808.0,115,1729.95,12.14
9737,60,34138,281979.88,4009,4947.38,289.88
3328,120,144,10800.0,47,449.0,15.14
197,100,340,47260.0,234,5446.06,75.62
1720,60,65500,199120.0,3858,12047.8,318.59
10030,30,33600,141792.0,2047,20746.03,233.96
3023,100,3039,0.0,1257,21351.18,0.0
213,60,3648,26448.0,323,2335.19,51.84
3365,100,3500,280000.0,1669,30754.1,462.0
2272,60,61520,438022.4,23888,13518.56,858.52
3395,100,127,44450.0,22,4625.81,73.34
2734,120,108,3888.0,22,265.0,4.81
4068,300,1500,46230.0,1374,21730.49,64.81
3775,20,400,14608.0,96,1906.7,20.48
3912,30,300,6978.0,38,1779.09,7.17
4690,100,4750,380000.0,1930,23013.2,390.64
455,60,15360,113664.0,1360,5412.14,181.86
8992,60,2292,17694.24,617,1647.0,38.15
1884,60,1119,1958.25,1581,5663.0,3.13
46,30,8400,96432.0,654,4051.34,154.29
5529,100,2835,252315.0,1352,30726.22,353.75
2557,60,29500,89680.0,1640,11273.0,143.49
118,30,55356,386384.88,4482,37404.74,757.31
6145,30,39330,511290.0,4426,66916.5,716.83
4016,100,8586,764154.0,1479,15519.77,1647.52
7387,30,8977,100093.55,65471,64802.96,123.82
8498,60,2864,22110.08,612,1979.75,47.67
7013,30,5148,49420.8,12079,16971.93,50.8
4049,60,13570,24968.8,568,1646.5,35.01
2896,30,3000,6720.0,436,1238.16,9.42
328,60,520,13000.0,137,5260.46,20.8
5513,30,6500,8125.0,406,4837.38,10.05
1460,100,150,20850.0,130,1676.91,33.36
7604,30,57749,630619.08,5554,13398.06,1040.52
3757,60,29402,218456.86,1577,1697.9,470.99
3817,30,6000,21300.0,2490,4545.64,21.9
8689,60,40869,92363.94,2520,15000.0,114.25
1092,240,2744,6695.36,998,3894.6,10.71
3617,60,900,9981.0,100,2504.65,10.26
4616,60,5360,31838.4,619,5506.01,39.38
2637,60,28624,267634.4,2583,7608.7,524.56
4300,100,675,54000.0,278,5626.76,55.51
7610,60,15048,128660.4,1391,3525.04,212.29
2625,60,9408,31987.2,893,6269.7,51.18
7783,60,10347,134097.12,1064,4203.0,165.88
4751,30,60000,689400.0,6778,15020.21,852.79
2185,30,1446,3239.04,83,1608.72,6.35
425,25,10000,200000.0,3338,28466.06,320.0
7745,30,24966,88878.96,5391,28382.05,109.94
6925,60,2167,4897.42,211,3531.86,5.03
9440,60,33998,111513.44,7275,8758.36,240.42
1297,30,591,10047.0,37,504.0,16.08
7990,30,210,997.5,19,9736.1,2.15
4678,240,2064,2951.52,751,5754.16,3.65
2016,60,4314,49179.6,485,22985.73,96.39
6624,60,18000,201960.0,2281,15254.43,435.43
6862,60,1530,10006.2,11337,23809.39,12.38
9303,60,1400,3052.0,4355,3644.18,3.59
6639,240,3872,7085.76,1451,5121.68,15.28
7314,60,8778,75315.24,22043,41802.56,105.59
4118,240,4000,7800.0,1573,9316.91,12.87
9781,120,14480,285400.8,7039,5192.68,293.39
649,540,2000,70420.0,10,14515.44,138.02
3091,30,91772,390948.72,7797,7292.27,645.07
4804,100,6360,566040.0,2579,28759.53,666.23
3925,60,1764,10478.16,209,2177.56,12.96
7953,60,10167,24807.48,487,6113.34,53.48
396,100,7500,600000.0,2215,17974.65,1176.0
5896,100,5085,355950.0,1154,46723.42,697.66
3072,60,331,4220.25,2951,7211.04,5.92
3068,120,500,47667.85,83,852.02,93.43
2201,60,3600,27900.0,750,813.75,44.64
6455,100,1139,101371.0,542,13117.86,142.12
7647,60,275,3085.5,36,3470.0,5.09
4486,20,5673,181536.0,1674,10780.63,186.62
7510,60,12000,105120.0,1088,4170.65,226.64
2357,180,70,1187.2,30,933.09,1.9
1819,60,2393,17038.16,256,2014.86,33.39
6162,20,3401,98629.0,972,10191.28,138.28
5867,100,2100,151200.0,1016,16061.5,325.99
7881,60,11553,43092.69,516,2042.9,44.3
6755,60,6200,43524.0,2652,22788.95,61.02
9762,30,7764,83695.92,1347,14522.43,86.04
9402,60,55070,617885.4,7253,6147.18,1332.16
2364,60,9732,72016.8,911,2705.71,115.23
3519,300,480,14793.6,492,4281.43,18.3
1009,30,22512,146328.0,1775,5761.87,286.8
7963,60,28000,317800.0,3239,11637.64,622.89
3764,30,24556,257838.0,3443,6323.76,318.95
3735,30,21252,223146.0,2982,8036.88,276.03
6490,100,4000,320000.0,1623,20644.03,395.84
10077,120,24470,726269.6,6808,21347.12,1018.23
5051,30,31680,147945.6,2970,4263.07,318.97
4052,60,41840,248529.6,4528,25189.51,255.49
3709,1000,1370,37401.0,1125,9693.68,38.45
451,60,9600,71040.0,920,7265.05,113.66
3100,336,12,2478.12,51,4042.47,5.34
8907,30,6464,169680.0,571,1949.41,365.83
8068,60,2111,4918.63,101,1697.33,10.6
8580,30,15802,66684.44,1086,15322.73,110.03
4165,20,2360,75520.0,1636,21087.7,162.82
4606,100,2607,208560.0,1080,19598.71,257.99
5524,1,360,8280.0,261,3135.97,17.85
9645,30,22000,266420.0,2503,4120.69,373.52
4006,100,6959,619351.0,1198,13543.63,1021.93
191,60,10780,15631.0,502,7575.6,25.01
1303,60,2273,17615.75,2749,10654.94,28.19
3902,240,200,2500.0,546,1340.23,3.5
1567,120,80,3288.0,18,418.75,5.26
9574,60,43020,302000.4,22479,6483.81,423.4
8659,60,2067,26788.32,220,1616.45,37.56
1381,120,12480,512928.0,2803,8669.38,1005.34
7055,60,9780,73643.4,550,2794.67,144.34
1516,60,32358,110017.2,3146,13332.0,176.03
3635,100,1727,13816.0,130,534.86,17.09
4648,240,11668,35004.0,4396,3283.59,75.47
9584,60,10537,138561.55,1048,18613.69,194.26
3797,300,500,15410.0,632,7514.75,15.84
4965,30,37927,853357.5,5059,25732.17,1196.41
365,20,1062,33984.0,355,4457.29,66.61
7092,30,43512,206682.0,3609,32479.84,445.61
943,30,10080,115718.4,772,5893.08,185.15
7643,60,5471,45190.46,521,4237.12,74.56
953,30,83400,931578.0,6701,87692.85,1490.52
5880,300,789,24316.98,794,5808.69,25.0
9488,30,4279,28113.03,259,1553.64,46.39
5602,20,15,480.0,5,572.55,0.59
7344,30,16584,184911.6,3132,7700.0,228.74
5849,30,500,10000.0,39,516.35,21.56
4168,60,20000,219000.0,2675,9656.19,361.35
1447,30,4515,10113.6,259,1574.0,16.18
162,60,1200,2100.0,125,2429.85,3.36
8852,60,132000,871200.0,10615,22520.71,895.59
3877,100,100,8000.0,32,1555.21,15.68
4115,60,960,1651.2,8385,12336.45,1.7
3553,336,194,7441.84,390,2818.79,16.04
8081,240,1800,3330.0,718,4370.8,5.49
8583,30,113925,1021907.25,9875,14325.71,1686.15
2837,20,2000,64000.0,793,7938.18,105.6
3868,60,2432,72960.0,403,5714.74,120.38
6734,60,1176,12936.0,308,1824.72,18.14
9526,60,220,512.6,12,91.43,0.72
9736,30,401961,4228629.72,59322,29674.92,5230.81
5156,120,4400,267608.0,1073,1475.94,275.1
5478,100,5000,400000.0,1238,46044.38,494.8
4109,30,599,7966.7,41,717.0,17.18
5294,60,33022,268468.86,4190,16066.92,332.1
1285,90,2066,33056.0,236,1448.2,52.89
3850,60,4500,11655.0,277,1393.42,22.84
9879,60,24880,84592.0,1401,4764.16,182.38
8356,60,178258,402863.08,17140,23340.84,414.14
2026,30,2067,54258.75,235,2922.53,106.35
3613,100,156,780.0,56,1670.06,1.29
2221,60,107556,765798.72,14450,14144.68,1500.97
9122,60,15120,41731.2,959,4424.91,58.51
5201,100,3500,245000.0,794,12619.38,528.22
6224,30,82471,865945.5,11615,102199.13,1071.17
